"SYMBOL"	"ENTREZID"
"NSDHL"	"50814"
"NSRP1"	"84081"
"NTHL1"	"4913"
"NTN3"	"4917"
"NTN4"	"59277"
"NUAK1"	"9891"
"NUDT16"	"131870"
"NUFIP2"	"57532"
"ODAPH"	"152816"
"ODC1"	"4953"
"OLIG2"	"10215"
"OPHN1"	"4983"
"OPTC"	"26254"
"OSBPL7"	"114881"
"OSR2"	"116039"
"OTUD4"	"54726"
"OTUD5"	"55593"
"OTULIN"	"90268"
"OXA1L"	"5018"
"P4HA2"	"8974"
"PADI2"	"11240"
"PARK7"	"11315"
"PARP2"	"10038"
"PARP6"	"56965"
"PCDH11X"	"27328"
"PCDH18"	"54510"
"PCDH8"	"5100"
"PCSK2"	"5126"
"PDCD7"	"10081"
"PDHA1"	"5160"
"PDX1"	"3651"
"PDZD4"	"57595"
"PDZD8"	"118987"
"PECR"	"55825"
"PELO"	"53918"
"PELP1"	"27043"
"PER2"	"8864"
"PGAM5"	"192111"
"PGM5"	"5239"
"PHAX"	"51808"
"PHC3"	"80012"
"PHF20L1"	"51105"
"PHF3"	"23469"
"PHLDB1"	"23187"
"PIGA"	"5277"
"PIK3AP1"	"118788"
"PIK3C2A"	"5286"
"PIK3C2B"	"5287"
"PIK3R2"	"5296"
"PIP5K1A"	"8394"
"PLA2G3"	"50487"
"PLA2G4A"	"5321"
"PLAC8"	"51316"
"PLCB1"	"23236"
"PLCD4"	"84812"
"PLEKHA5"	"54477"
"PLEKHA6"	"22874"
"PLIN1"	"5346"
"PLPP7"	"84814"
"PLPPR5"	"163404"
"PMPCA"	"23203"
"PMS2"	"5395"
"PNLDC1"	"154197"
"POFUT1"	"23509"
"POGK"	"57645"
"POLE2"	"5427"
"POLG2"	"11232"
"POLR3C"	"10623"
"PPAT"	"5471"
"PPIF"	"10105"
"PPIL1"	"51645"
"PPM1D"	"8493"
"PPM1E"	"22843"
"PPM1F"	"9647"
"PPP1CA"	"5499"
"PPP1R13L"	"10848"
"PPP1R16B"	"26051"
"PPP5C"	"5536"
"PRC1"	"9055"
"PREP"	"5550"
"PRMT5"	"10419"
"PROKR2"	"128674"
"PRORP"	"9692"
"PRPF18"	"8559"
"PRPF38B"	"55119"
"PRPF4B"	"8899"
"PRR13"	"54458"
"PRR14L"	"253143"
"PRR5"	"55615"
"PRSS12"	"8492"
"PRSS8"	"5652"
"PSMA3"	"5684"
"PSMA7"	"5688"
"PSMD2"	"5708"
"PTCD3"	"55037"
"PTGES2"	"80142"
"PTGFR"	"5737"
"PTPRU"	"10076"
"PTPRZ1"	"5803"
"PTTG1IP"	"754"
"PUS1"	"80324"
"RAB1A"	"5861"
"RABGGTA"	"5875"
"RACGAP1"	"29127"
"RAD9B"	"144715"
"RALGPS2"	"55103"
"RANGAP1"	"5905"
"RAP1B"	"5908"
"RAPGEF1"	"2889"
"RARRES2"	"5919"
"RASSF1"	"11186"
"RBBP6"	"5930"
"RBL1"	"5933"
"RBM14"	"10432"
"RBM5"	"10181"
"RCN1"	"5954"
"REPIN1"	"29803"
"REPS1"	"85021"
"RER1"	"11079"
"REX1BD"	"55049"
"RFC2"	"5982"
"RFK"	"55312"
"RFX5"	"5993"
"RGS2"	"5997"
"RHOH"	"399"
"RIBC1"	"158787"
"RIC1"	"57589"
"RIC8B"	"55188"
"RNASE1"	"6035"
"RNASEH1"	"246243"
"RNASET2"	"8635"
"RNF113A"	"7737"
"RNF165"	"494470"
"RNF20"	"56254"
"RNF31"	"55072"
"RNF8"	"9025"
"ROGDI"	"79641"
"ROR2"	"4920"
"RORB"	"6096"
"RPA2"	"6118"
"RPL10"	"6134"
"RPL12"	"6136"
"RPL13A"	"23521"
"RPL14"	"9045"
"RPL22L1"	"200916"
"RPL27"	"6155"
"RPL28"	"6158"
"RPL35"	"11224"
"RPS19"	"6223"
"RRAGC"	"64121"
"RRP9"	"9136"
"RSAD1"	"55316"
"RTN4R"	"65078"
"RUNDC3A"	"10900"
"RUSC2"	"9853"
"RXYLT1"	"10329"
"RYK"	"6259"
"SAMD10"	"140700"
"SAMD4B"	"55095"
"SBK1"	"388228"
"SBSPON"	"157869"
"SCN3A"	"6328"
"SCNM1"	"79005"
"SCUBE3"	"222663"
"SDE2"	"163859"
"SDF2L1"	"23753"
"SDHB"	"6390"
"SEC24C"	"9632"
"SENP1"	"29843"
"SENP5"	"205564"
"SERPINB3"	"6317"
"SERPINB6"	"5269"
"SESN1"	"27244"
"SESTD1"	"91404"
"SETD2"	"29072"
"SETD6"	"79918"
"SF3B3"	"23450"
"SFRP5"	"6425"
"SGPL1"	"8879"
"SGSH"	"6448"
"SGTA"	"6449"
"SH3KBP1"	"30011"
"SHARPIN"	"81858"
"SHCBP1L"	"81626"
"SHF"	"90525"
"SHISA5"	"51246"
"SIK2"	"23235"
"SIK3"	"23387"
"SIPA1L1"	"26037"
"SKP2"	"6502"
"SLC11A1"	"6556"
"SLC17A6"	"57084"
"SLC22A17"	"51310"
"SLC25A32"	"81034"
"SLC2A2"	"6514"
"SLC39A9"	"55334"
"SLC44A1"	"23446"
"SLC49A4"	"84925"
"SLC7A11"	"23657"
"SLC7A4"	"6545"
"SMARCD2"	"6603"
"SMC1B"	"27127"
"SMC2"	"10592"
"SMIM1"	"388588"
"SMURF2"	"64750"
"SNRPC"	"6631"
"SORT1"	"6272"
"SOS2"	"6655"
"SOX11"	"6664"
"SOX13"	"9580"
"SOX17"	"64321"
"SP4"	"6671"
"SPAST"	"6683"
"SPATA18"	"132671"
"SPDYC"	"387778"
"SPOUT1"	"51490"
"SPR"	"6697"
"SPRED2"	"200734"
"SPRTN"	"83932"
"SPRY2"	"10253"
"SREBF2"	"6721"
"SRM"	"6723"
"SRPRA"	"6734"
"SRPRB"	"58477"
"SRSF6"	"6431"
"SSH1"	"54434"
"ST7"	"7982"
"STAG2"	"10735"
"STARD7"	"56910"
"STAT1"	"6772"
"STIMATE"	"375346"
"STK35"	"140901"
"STK40"	"83931"
"STMP1"	"647087"
"STOX2"	"56977"
"STRBP"	"55342"
"STUB1"	"10273"
"STX5"	"6811"
"SUV39H2"	"79723"
"SYCP3"	"50511"
"SYN2"	"6854"
"TAF1"	"6872"
"TAF5L"	"27097"
"TAF6L"	"10629"
"TAF8"	"129685"
"TAPBPL"	"55080"
"TASOR"	"23272"
"TBC1D10B"	"26000"
"TBC1D17"	"79735"
"TBC1D2"	"55357"
"TBC1D23"	"55773"
"TCFL5"	"10732"
"TDRD5"	"163589"
"TDRD7"	"23424"
"TEAD4"	"7004"
"TENT4A"	"11044"
"TENT5C"	"54855"
"TESK1"	"7016"
"TEX11"	"56159"
"TFB2M"	"64216"
"TFE3"	"7030"
"TGFBR1"	"7046"
"THAP11"	"57215"
"THOC6"	"79228"
"THPO"	"7066"
"TLE1"	"7088"
"TM9SF3"	"56889"
"TMEM108"	"66000"
"TMEM109"	"79073"
"TMEM151A"	"256472"
"TMEM229A"	"730130"
"TMEM82"	"388595"
"TMPRSS6"	"164656"
"TNFAIP3"	"7128"
"TNFSF4"	"7292"
"TNNI1"	"7135"
"TNRC6B"	"23112"
"TNRC6C"	"57690"
"TNS1"	"7145"
"TOMM40"	"10452"
"TOR1A"	"1861"
"TOR1AIP2"	"163590"
"TOR4A"	"54863"
"TP63"	"8626"
"TPRKB"	"51002"
"TRABD"	"80305"
"TRAPPC10"	"7109"
"TRAPPC13"	"80006"
"TRIB2"	"28951"
"TRIM8"	"81603"
"TRIP13"	"9319"
"TRMT6"	"51605"
"TRMT61A"	"115708"
"TSEN15"	"116461"
"TSEN2"	"80746"
"TSKS"	"60385"
"TSNAX"	"7257"
"TSPAN31"	"6302"
"TSPYL2"	"64061"
"TSSK2"	"23617"
"TSTA3"	"7264"
"TTC1"	"7265"
"TTC30B"	"150737"
"TTC33"	"23548"
"TTL"	"150465"
"TULP4"	"56995"
"TUT7"	"79670"
"TXNDC17"	"84817"
"TXNL4A"	"10907"
"TXNRD1"	"7296"
"TXNRD2"	"10587"
"TYRP1"	"7306"
"UBAP1"	"51271"
"UBE2T"	"29089"
"UBE4B"	"10277"
"UBIAD1"	"29914"
"UBQLN1"	"29979"
"UBQLN4"	"56893"
"UCHL1"	"7345"
"UFC1"	"51506"
"UGGT1"	"56886"
"ULBP1"	"80329"
"UMPS"	"7372"
"UPF2"	"26019"
"UPF3A"	"65110"
"UQCRB"	"7381"
"UQCRFS1"	"7386"
"USP24"	"23358"
"USP48"	"84196"
"UST"	"10090"
"VAV1"	"7409"
"VEZF1"	"7716"
"VLDLR"	"7436"
"VMA21"	"203547"
"VPS72"	"6944"
"VTI1B"	"10490"
"WAS"	"7454"
"WDPCP"	"51057"
"WDR13"	"64743"
"WDR19"	"57728"
"WDR25"	"79446"
"WDR33"	"55339"
"WDR60"	"55112"
"WDR75"	"84128"
"WDR76"	"79968"
"WIZ"	"58525"
"WNT2"	"7472"
"WNT8B"	"7479"
"WRN"	"7486"
"WTIP"	"126374"
"XKR7"	"343702"
"XPC"	"7508"
"XPNPEP3"	"63929"
"XPO6"	"23214"
"XRN2"	"22803"
"YAE1"	"57002"
"YARS2"	"51067"
"YBX2"	"51087"
"YTHDF3"	"253943"
"YWHAB"	"7529"
"YY1"	"7528"
"ZBTB11"	"27107"
"ZBTB3"	"79842"
"ZC3H18"	"124245"
"ZC3H7A"	"29066"
"ZC3HAV1"	"56829"
"ZCRB1"	"85437"
"ZDHHC5"	"25921"
"ZEB1"	"6935"
"ZEB2"	"9839"
"ZFYVE1"	"53349"
"ZFYVE9"	"9372"
"ZMPSTE24"	"10269"
"ZMYM6"	"9204"
"ZNF263"	"10127"
"ZNF292"	"23036"
"ZNF324"	"25799"
"ZNF428"	"126299"
"ZNF445"	"353274"
"ZNF562"	"54811"
"ZNF597"	"146434"
"ZNF605"	"100289635"
"ZNF660"	"285349"
"ZNF710"	"374655"
"ZNF74"	"7625"
"ZNF784"	"147808"
"ZNHIT6"	"54680"
"ZNRD2"	"10534"
"ZRANB3"	"84083"
"ZWILCH"	"55055"
